AGI	WT-1_count	WT-2_count	#5-1_count	#5-2_count	WT-1_FPKM	WT-2_FPKM	#5-1_FPKM	#5-2_FPKM	WT_mean-FPKM	#5_mean-FPKM	log2 (FC)	P Value	FDR	Name	Annotation
AT1G02650	36	52	59	59	0.947	1.299	1.365	1.418	1.123	1.3915	0.309282981	0.836746888	0.970999804	AT1G02650	Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G02660	2864	2937	2859	2500	48.345	47.101	43.084	38.568	47.723	40.826	-0.225196514	0.00269098	0.034182526	AT1G02660	alpha/beta-Hydrolases superfamily protein
AT1G02670	60	56	64	71	1.196	1.066	1.1	1.358	1.131	1.229	0.119885986	0.761274592	0.966194613	AT1G02670	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G02680	150	152	169	205	7.934	7.638	7.98	9.91	7.786	8.945	0.200199138	0.911404099	0.98553254	TAF13	TBP-associated factor 13
AT1G02690	261	295	375	345	5.767	6.193	7.682	7.198	5.98	7.44	0.315157137	0.864526421	0.975778457	IMPA-6	importin alpha isoform 6
AT1G02700	19	8	24	21	0.672	0.269	0.758	0.679	0.4705	0.7185	0.610793434	0.638972225	0.958433792	AT1G02700	GATA transcription factor-like protein
AT1G02705	38	33	60	56	4.283	3.505	6.032	5.764	3.894	5.898	0.598972938	0.435909598	0.880449295	AT1G02705	uncharacterized protein
AT1G02710	1	4	0	0	0.16	0.664	0	0	0.412	0.001	-8.686500527	0.191684947	0.622588094	AT1G02710	glycine-rich protein
AT1G02720	210	205	258	226	5.153	4.782	5.638	5.055	4.9675	5.3465	0.106074796	0.627592091	0.958433792	GATL5	galacturonosyltransferase 5
AT1G02730	1006	1281	1581	1466	12.296	14.875	17.251	16.376	13.5855	16.8135	0.307552413	0.627091261	0.958433792	CSLD5	cellulose synthase-like D5
AT1G02740	197	216	217	177	6.035	6.287	5.935	4.956	6.161	5.4455	-0.178100014	0.114476662	0.471524619	AT1G02740	MRG family protein
AT1G02750	236	238	320	284	10.265	9.835	12.425	11.289	10.05	11.857	0.238543531	0.966683462	0.992397225	AT1G02750	Drought-responsive family protein
AT1G02770	19	22	23	25	0.739	0.813	0.799	0.889	0.776	0.844	0.121186347	0.8657366	0.975778457	AT1G02770	uncharacterized protein
AT1G02780	10083	10363	14246	12695	436.179	425.899	550.156	501.896	431.039	526.026	0.287315701	0.67814458	0.958433792	emb2386	Ribosomal protein L19e family protein
AT1G02790	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	PGA4	polygalacturonase 4
AT1G02800	86	62	80	70	2.263	1.55	1.879	1.684	1.9065	1.7815	-0.097834048	0.417714471	0.866097122	CEL2	cellulase 2
AT1G02810	34	23	55	85	0.765	0.492	1.105	1.748	0.6285	1.4265	1.182495097	0.072232979	0.356781081	AT1G02810	Plant invertase/pectin methylesterase inhibitor superfamily
AT1G02813	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT1G02813	pectinesterase (Protein of unknown function, DUF538)
AT1G02816	241	269	245	272	7.217	7.653	6.55	7.444	7.435	6.997	-0.087596251	0.164293453	0.576780177	AT1G02816	pectinesterase (Protein of unknown function, DUF538)
AT1G02820	305	216	215	142	17.931	12.065	11.284	7.63	14.998	9.457	-0.665315627	0.007666307	0.074623189	LEA3	Late embryogenesis abundant 3 (LEA3) family protein
AT1G02830	2	0	0	0	0.216	0	0	0	0.108	0.001	-6.754887502	0.560911225	0.935995385	AT1G02830	Ribosomal L22e protein family
AT1G02840	1635	1639	2181	2024	51.299	48.746	60.754	58.341	50.0225	59.5475	0.251463779	0.891495194	0.982233806	SR34	RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G02850	424	386	319	344	10.681	9.022	6.998	7.892	9.8515	7.445	-0.404071559	0.003629765	0.042933397	BGLU11	beta glucosidase 11
AT1G02860	181	230	295	275	5.725	6.911	8.722	7.948	6.318	8.335	0.399714262	0.562068119	0.936262903	NLA	SPX (SYG1/Pho81/XPR1) domain-containing protein
AT1G02870	211	220	565	515	11.951	11.838	28.569	26.659	11.8945	27.614	1.215105256	0.00000196	0.0000949	AT1G02870	nucleolar-like protein
AT1G02880	461	417	547	377	17.832	14.882	18.683	13.402	16.357	16.0425	-0.028009188	0.289557847	0.754724606	TPK1	thiamine pyrophosphokinase1
AT1G02890	1759	2043	2247	2295	19.935	22.009	22.734	23.787	20.972	23.2605	0.149417658	0.575888237	0.937305832	AT1G02890	AAA-type ATPase family protein
AT1G02900	39	52	49	48	2.191	2.775	2.457	2.464	2.483	2.4605	-0.013132745	0.59984221	0.948809333	RALF1	rapid alkalinization factor 1
AT1G02910	961	1307	1509	1519	28.182	36.45	39.486	40.706	32.316	40.096	0.311209684	0.628224921	0.958433792	LPA1	tetratricopeptide repeat (TPR)-containing protein
AT1G02920	1638	1677	1990	1102	64.766	63.018	70.278	39.814	63.892	55.046	-0.214997569	0.105558295	0.449271446	GSTF7	glutathione S-transferase 7
AT1G02930	3283	3330	3199	1826	171.898	165.842	150.691	86.843	168.87	118.767	-0.507779022	0.004501015	0.050532936	GSTF6	glutathione S-transferase 6
AT1G02940	21	12	19	9	1.123	0.561	0.986	0.499	0.842	0.7425	-0.181429207	0.486643107	0.907538237	GSTF5	glutathione S-transferase (class phi) 5
AT1G02950	35	52	59	43	1.814	2.521	2.715	2.006	2.1675	2.3605	0.123060489	0.835602762	0.970351761	GSTF4	glutathione S-transferase F4
AT1G02960	238	283	406	369	6.257	7.081	9.491	8.809	6.669	9.15	0.456301294	0.26851147	0.730756555	AT1G02960	kinetochore protein
AT1G02965	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT1G02965	uncharacterized protein
AT1G02970	45	51	82	79	1.138	1.225	1.851	1.826	1.1815	1.8385	0.637909547	0.304204864	0.771930287	WEE1	WEE1-like kinase
AT1G02980	0	0	1	0	0	0	0.018	0	0.001	0.009	3.169925001	0.825441365	0.966194613	CUL2	cullin 2
AT1G02990	297	304	401	412	3.205	3.118	3.839	3.92	3.1615	3.8795	0.295261507	0.636305582	0.958433792	AT1G02990	uncharacterized protein
AT1G03000	566	686	824	843	8.241	9.489	10.71	11.217	8.865	10.9635	0.306515903	0.648275631	0.958433792	PEX6	peroxin 6
AT1G03010	0	2	6	5	0	0.042	0.115	0.1	0.021	0.1075	2.355875427	0.27735692	0.74193216	AT1G03010	Phototropic-responsive NPH3 family protein
AT1G03020	6	6	24	21	0.428	0.406	1.527	1.368	0.417	1.4475	1.795444059	0.069158906	0.347517507	AT1G03020	Thioredoxin superfamily protein
AT1G03030	282	312	401	319	9.22	9.715	11.695	9.517	9.4675	10.606	0.163825232	0.791868496	0.966194613	AT1G03030	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G03040	486	591	712	662	14.824	17.294	19.408	18.618	16.059	19.013	0.24360413	0.926617252	0.986425089	AT1G03040	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT1G03050	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT1G03050	ENTH/ANTH/VHS superfamily protein
AT1G03055	123	135	108	95	6.039	6.058	4.663	4.21	6.0485	4.4365	-0.447155437	0.025771458	0.180972439	D27	beta-carotene isomerase D27-like protein
AT1G03060	993	1065	1291	1324	4.152	4.172	4.819	5.04	4.162	4.9295	0.244164356	0.960891412	0.991123469	SPI	BEACH-DOMAIN HOMOLOG A1
AT1G03070	15	9	12	6	0.621	0.362	0.454	0.211	0.4915	0.3325	-0.563837076	0.429840446	0.875514693	AT1G03070	Bax inhibitor-1 family protein
AT1G03080	1111	980	1071	964	8.914	7.506	7.685	7.086	8.21	7.3855	-0.152686627	0.041387469	0.251435921	NET1D	kinase interacting (KIP1-like) family protein
AT1G03090	815	979	1188	971	14.64	16.761	19.33	16.277	15.7005	17.8035	0.181350385	0.711847847	0.958433792	MCCA	methylcrotonyl-CoA carboxylase alpha chain
AT1G03100	16	24	86	75	0.298	0.423	1.427	1.272	0.3605	1.3495	1.904353812	0.00066323	0.011446154	AT1G03100	Pentatricopeptide repeat (PPR) superfamily protein
AT1G03103	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT1G03103	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G03106	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT1G03106	uncharacterized protein
AT1G03110	148	169	236	268	4.502	4.884	6.409	7.451	4.693	6.93	0.562344892	0.187231582	0.615917819	TRM82	Transducin/WD40 repeat-like superfamily protein
AT1G03120	17	12	8	14	1.285	0.844	0.545	0.969	1.0645	0.757	-0.491810744	0.393114703	0.849212414	RAB28	responsive to abscisic acid 28
AT1G03130	25717	26666	16447	16090	1290.532	1271.315	736.806	737.922	1280.9235	737.364	-0.79673543	4.19E-16	2.78E-13	PSAD-2	photosystem I subunit D-2
AT1G03140	873	1002	1090	1044	26.968	29.407	30.059	29.474	28.1875	29.7665	0.078634068	0.338995412	0.803634866	AT1G03140	splicing factor Prp18 family protein
AT1G03150	238	263	263	259	14.114	14.817	13.923	14.037	14.4655	13.98	-0.04925183	0.212227797	0.655388595	AT1G03150	Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT1G03160	1402	1507	1737	1714	22.891	23.385	25.314	25.598	23.138	25.456	0.137741574	0.521040387	0.920248393	FZL	FZO-like protein
AT1G03165	3	1	3	8	0.631	0.2	0.564	1.538	0.4155	1.051	1.338842287	0.507945622	0.916586176	AT1G03165	uncharacterized protein
AT1G03170	7	8	5	20	0.145	0.158	0.093	0.38	0.1515	0.2365	0.64252239	0.712746994	0.958433792	FAF2	FANTASTIC four-like protein (DUF3049)
AT1G03180	36	51	59	75	1.485	1.888	2.207	2.554	1.6865	2.3805	0.497232311	0.51464661	0.919300743	AT1G03180	non-structural protein
AT1G03190	152	194	226	228	2.81	3.407	3.73	3.852	3.1085	3.791	0.286359878	0.817673159	0.966194613	UVH6	RAD3-like DNA-binding helicase protein
AT1G03200	4	1	3	5	0.396	0.152	0.269	0.49	0.274	0.3795	0.469923992	0.854726888	0.974659124	AT1G03200	uncharacterized protein
AT1G03210	135	164	230	178	6.323	7.196	9.615	7.539	6.7595	8.577	0.343556586	0.689121643	0.958433792	AT1G03210	Phenazine biosynthesis PhzC/PhzF protein
AT1G03220	7446	7888	9347	6105	188.899	190.125	211.682	141.555	189.512	176.6185	-0.101652737	0.132116257	0.510800757	AT1G03220	Eukaryotic aspartyl protease family protein
AT1G03230	1439	1943	2353	1960	36.921	47.352	53.9	45.948	42.1365	49.924	0.244663046	0.917049008	0.986425089	AT1G03230	Eukaryotic aspartyl protease family protein
AT1G03240	2	4	0	3	0.175	0.333	0	0.24	0.254	0.12	-1.081794091	0.54718429	0.934843275	AT1G03240	uncharacterized protein
AT1G03250	591	584	701	671	22.889	21.66	24.266	23.868	22.2745	24.067	0.111663271	0.50947148	0.917188255	AT1G03250	R3H domain protein
AT1G03260	187	224	290	246	6.217	7.075	8.607	7.474	6.646	8.0405	0.274798925	0.845154611	0.972954448	AT1G03260	SNARE associated Golgi protein family
AT1G03270	118	84	82	78	3.207	2.169	1.99	1.938	2.688	1.964	-0.452738208	0.071450351	0.354576572	AT1G03270	CBS domain protein with a domain protein (DUF21)
AT1G03280	500	562	722	688	12.176	12.835	15.634	15.285	12.5055	15.4595	0.305930918	0.677584105	0.958433792	AT1G03280	Transcription factor TFIIE, alpha subunit
AT1G03290	310	313	355	405	5.295	4.687	5.423	5.178	4.991	5.3005	0.086799553	0.805591457	0.966194613	AT1G03290	ELKS/Rab6-interacting/CAST family protein
AT1G03300	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	ATDUF1	agenet domain protein (DOMAIN OF UNKNOWN FUNCTION 724 1)
AT1G03310	1371	1342	1265	1362	21.46	19.937	17.669	19.465	20.6985	18.567	-0.156785493	0.016101284	0.130083347	DBE1	debranching enzyme 1
AT1G03320	4	3	4	7	0.274	0.195	0.244	0.438	0.2345	0.341	0.540183817	0.827008642	0.966871198	AT1G03320	uncharacterized protein
AT1G03325	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT1G03325	uncharacterized protein
AT1G03330	399	400	495	453	24.699	23.524	27.354	25.628	24.1115	26.491	0.135780899	0.632993534	0.958433792	LSM2	Small nuclear ribonucleoprotein family protein
AT1G03340	32	44	63	53	1.019	1.331	1.79	1.542	1.175	1.666	0.503727644	0.551669925	0.935995385	AT1G03340	uncharacterized protein
AT1G03350	658	691	795	875	17.259	17.219	18.616	20.975	17.239	19.7955	0.199496419	0.858311935	0.975442298	AT1G03350	BSD domain-containing protein
AT1G03360	176	208	317	316	6.372	7.155	10.246	10.456	6.7635	10.351	0.613928236	0.091692211	0.413211742	RRP4	ribosomal RNA processing 4
AT1G03365	332	337	390	394	5.433	5.252	5.725	5.883	5.3425	5.804	0.119532517	0.582925643	0.938849141	AT1G03365	RING/U-box superfamily protein
AT1G03370	897	948	1475	883	10.924	10.894	15.851	9.76	10.909	12.8055	0.231244726	0.956658883	0.990614175	AT1G03370	C2 calcium/lipid-binding and GRAM domain containing protein
AT1G03380	613	678	710	835	7.03	7.387	7.269	8.752	7.2085	8.0105	0.152193212	0.67178342	0.958433792	ATG18G	autophagy 18 G-like protein
AT1G03390	0	0	2	0	0	0	0.062	0	0.001	0.031	4.95419631	0.667883855	0.958433792	AT1G03390	HXXXD-type acyl-transferase family protein
AT1G03395	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT1G03395	uncharacterized protein
AT1G03400	431	509	420	499	14.912	16.731	12.976	15.78	15.8215	14.378	-0.138023376	0.071708551	0.355325749	AT1G03400	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G03410	183	147	217	193	4.001	3.157	4.07	4.713	3.579	4.3915	0.29515726	0.907556392	0.98553254	2A6	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G03420	312	350	372	470	13.929	14.844	14.796	19.143	14.3865	16.9695	0.238228406	0.96239952	0.991686223	-	-
AT1G03430	338	348	361	301	13.066	12.79	12.525	10.584	12.928	11.5545	-0.162044272	0.074447018	0.363842937	AHP5	histidine-containing phosphotransfer factor 5
AT1G03440	335	349	319	327	7.485	7.409	6.363	6.678	7.447	6.5205	-0.191676761	0.04034997	0.246423789	AT1G03440	Leucine-rich repeat (LRR) family protein
AT1G03445	11	8	10	4	0.194	0.134	0.157	0.064	0.164	0.1105	-0.569649445	0.4667883	0.897806035	BSU1	Serine/threonine protein phosphatase family protein
AT1G03457	182	191	267	271	4.663	4.883	6.103	6.611	4.773	6.357	0.413449752	0.419723698	0.867160256	AT1G03457	RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G03470	138	150	203	206	5.222	5.447	6.824	7.111	5.3345	6.9675	0.385288043	0.516086873	0.919300743	NET3A	Kinase interacting (KIP1-like) family protein
AT1G03475	3417	4217	4649	4833	94.049	110.271	114.232	121.571	102.16	117.9015	0.206751643	0.884851845	0.980655997	LIN2	Coproporphyrinogen III oxidase
AT1G03490	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	NAC006	NAC domain containing protein 6
AT1G03495	152	116	140	108	5.56	4.046	4.571	3.622	4.803	4.0965	-0.229543994	0.178494647	0.601440918	AT1G03495	HXXXD-type acyl-transferase family protein
AT1G03510	20	42	82	67	0.653	1.302	2.389	1.998	0.9775	2.1935	1.166066099	0.06568987	0.336697822	AT1G03510	Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G03520	235	223	312	284	5.276	4.788	6.253	5.827	5.032	6.04	0.263416627	0.870070895	0.977103445	AT1G03520	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
AT1G03530	173	169	366	402	2.841	2.637	5.366	6.034	2.739	5.7	1.057312653	0.000373299	0.007114774	NAF1	nuclear assembly factor 1
AT1G03540	18	37	77	99	0.448	0.874	1.71	2.25	0.661	1.98	1.582778253	0.007028189	0.070505604	AT1G03540	Pentatricopeptide repeat (PPR-like) superfamily protein
AT1G03550	64	62	69	86	2.673	2.339	2.588	3.31	2.506	2.949	0.234839408	0.915710894	0.986425089	SCAMP4	Secretory carrier membrane protein (SCAMP) family protein
AT1G03560	130	168	222	220	2.668	3.275	4.067	4.126	2.9715	4.0965	0.463200434	0.370125132	0.831951206	AT1G03560	Pentatricopeptide repeat (PPR-like) superfamily protein
AT1G03590	645	653	669	631	13.945	13.412	12.912	12.468	13.6785	12.69	-0.108217962	0.05298228	0.294776683	AT1G03590	Protein phosphatase 2C family protein
AT1G03600	9693	10309	8485	8526	353.622	357.309	276.344	284.27	355.4655	280.307	-0.342701772	0.00000535	0.000225207	PSB27	photosystem II family protein
AT1G03610	1576	1473	1145	930	39.726	35.296	25.743	21.42	37.511	23.5815	-0.669658234	0.0000018	0.000088	AT1G03610	plant/protein (DUF789)
AT1G03620	15	14	27	25	0.555	0.442	0.834	0.767	0.4985	0.8005	0.683307898	0.465140636	0.897179986	AT1G03620	ELMO/CED-12 family protein
AT1G03630	5584	4916	4568	4497	160.726	132.962	117.709	119.204	146.844	118.4565	-0.309926954	0.000776127	0.01293267	POR	protochlorophyllide oxidoreductase C
AT1G03650	26	24	107	81	1.398	1.226	5.137	3.981	1.312	4.559	1.796949689	0.000628563	0.011011912	AT1G03650	Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT1G03660	28	17	37	21	1.318	0.76	1.555	0.904	1.039	1.2295	0.242876081	0.985974095	0.99706453	AT1G03660	Ankyrin-repeat containing protein
AT1G03670	0	0	1	0	0	0	0.023	0	0.001	0.0115	3.523561956	0.825441365	0.966194613	AT1G03670	ankyrin repeat family protein
AT1G03680	6827	8113	7689	7595	342.235	386.387	344.098	347.959	364.311	346.0285	-0.074279689	0.022563755	0.165412862	THM1	thioredoxin M-type 1
AT1G03687	230	215	301	257	7.594	6.738	8.872	7.744	7.166	8.308	0.213333173	0.94822905	0.98939149	AT1G03687	DTW domain-containing protein
AT1G03700	1	0	1	0	0.057	0	0.051	0	0.0285	0.0255	-0.160464672	0.93267587	0.986425089	AT1G03700	Uncharacterized protein family (UPF0497)
AT1G03710	3	5	2	3	0.194	0.257	0.115	0.177	0.2255	0.146	-0.627159064	0.530097266	0.925386174	AT1G03710	Cystatin/monellin superfamily protein
AT1G03720	0	0	0	2	0	0	0	0.097	0.001	0.0485	5.599912842	0.666551307	0.958433792	AT1G03720	Cysteine proteinases superfamily protein
AT1G03730	268	408	452	485	10.116	14.631	15.231	16.73	12.3735	15.9805	0.369058906	0.552672137	0.935995385	AT1G03730	pyrroline-5-carboxylate reductase
AT1G03740	1394	2123	2941	2038	21.611	31.237	40.683	28.8	26.424	34.7415	0.39481117	0.476221758	0.902890606	AT1G03740	Protein kinase superfamily protein
AT1G03750	63	86	117	122	1.08	1.411	1.804	1.926	1.2455	1.865	0.582450609	0.308387487	0.774868881	SWI2	switch 2
AT1G03760	83	113	298	254	2.898	3.727	9.235	8.058	3.3125	8.6465	1.384195811	0.0000417	0.001210014	AT1G03760	Prefoldin chaperone subunit family protein
AT1G03770	72	107	143	136	1.899	2.74	3.441	3.331	2.3195	3.386	0.545768127	0.350258649	0.815523928	RING1B	RING 1B
AT1G03780	308	448	474	519	5.651	7.807	7.802	8.695	6.729	8.2485	0.293739666	0.778631228	0.966194613	TPX2	targeting protein for XKLP2
AT1G03790	5	3	1	1	0.129	0.074	0.023	0.024	0.1015	0.0235	-2.110747066	0.217169154	0.661042316	SOM	Zinc finger C-x8-C-x5-C-x3-H type family protein
AT1G03800	23	17	11	4	0.862	0.605	0.368	0.137	0.7335	0.2525	-1.538513578	0.049356931	0.281216904	ERF10	ERF domain protein 10
AT1G03810	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT1G03810	Nucleic acid-binding, OB-fold-like protein
AT1G03820	74	29	107	52	3.15	1.173	4.066	2.023	2.1615	3.0445	0.494172477	0.670902132	0.958433792	AT1G03820	E6-like protein
AT1G03830	138	166	353	334	1.883	2.18	4.21	4.141	2.0315	4.1755	1.039403601	0.000370288	0.007100251	AT1G03830	guanylate-binding family protein
AT1G03840	5	2	10	10	0.151	0.057	0.245	0.276	0.104	0.2605	1.324699844	0.34932611	0.814649971	MGP	C2H2 and C2HC zinc fingers superfamily protein
AT1G03850	56	84	101	97	3.446	5.019	5.656	5.511	4.2325	5.5835	0.399659686	0.64693885	0.958433792	GRXS13	Glutaredoxin family protein
AT1G03860	1008	1087	1789	1692	34.6	35.439	54.828	53.121	35.0195	53.9745	0.624119488	0.007869961	0.076251488	PHB2	prohibitin 2
AT1G03870	1923	3184	4266	5480	79.256	124.673	156.961	206.414	101.9645	181.6875	0.833392216	0.010881917	0.09775603	FLA9	FASCICLIN-like arabinoogalactan 9
AT1G03880	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	CRU2	cruciferin 2
AT1G03890	1	0	0	0	0.032	0	0	0	0.016	0.001	-4	0.713849304	0.958433792	AT1G03890	RmlC-like cupins superfamily protein
AT1G03900	1050	1036	1367	1294	40.656	38.11	47.252	45.79	39.383	46.521	0.240309096	0.948420805	0.989413537	ABCI18	non-intrinsic ABC protein 4
AT1G03905	51	44	78	49	1.626	1.411	2.24	1.421	1.5185	1.8305	0.269590865	0.875389385	0.978349903	ABCI19	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G03910	785	957	1231	1157	14.682	17.005	20.554	19.777	15.8435	20.1655	0.3479981	0.461635804	0.895966153	AT1G03910	cactus-binding carboxy-terminal, cactin
AT1G03920	10	13	18	22	0.228	0.282	0.367	0.459	0.255	0.413	0.695644535	0.549115607	0.935561665	AT1G03920	Protein kinase family protein
AT1G03930	581	613	670	680	11.522	11.55	11.862	12.325	11.536	12.0935	0.068088768	0.345221154	0.81046606	ADK1	dual specificity kinase 1
AT1G03940	216	139	175	118	5.404	3.294	3.909	2.69	4.349	3.2995	-0.398436291	0.09049765	0.409739017	AT1G03940	HXXXD-type acyl-transferase family protein
AT1G03950	201	223	256	258	9.426	9.935	10.717	11.057	9.6805	10.887	0.169452993	0.796462446	0.966194613	VPS2.3	vacuolar protein sorting-associated protein 2.3
AT1G03960	214	258	346	448	4.732	5.611	6.018	8.562	5.1715	7.29	0.495336018	0.088856463	0.404837096	AT1G03960	Calcium-binding EF hand family protein
AT1G03970	549	600	513	571	22.942	23.821	19.138	21.808	23.3815	20.473	-0.191644964	0.021281315	0.158669272	GBF4	G-box binding factor 4
AT1G03980	5	3	16	20	0.15	0.115	0.548	0.671	0.1325	0.6095	2.201633861	0.072808882	0.358978701	PCS2	phytochelatin synthase 2
AT1G03982	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT1G03982	PAK-box/P21-Rho-binding family protein
AT1G03990	51	51	54	66	1.026	0.975	0.97	1.214	1.0005	1.092	0.126251689	0.806570486	0.966194613	AT1G03990	Long-chain fatty alcohol dehydrogenase family protein
AT1G04000	188	166	189	189	7.118	5.972	6.389	6.54	6.545	6.4645	-0.017854404	0.353854464	0.817686297	AT1G04000	uncharacterized protein
AT1G04010	205	152	153	160	3.685	2.596	2.455	2.628	3.1405	2.5415	-0.305314039	0.081021653	0.383843391	PSAT1	phospholipid sterol acyl transferase 1
AT1G04020	160	177	220	203	3.1	3.258	3.805	3.595	3.179	3.7	0.218952254	0.96967682	0.992820911	BARD1	breast cancer associated RING 1
AT1G04030	80	98	130	109	2.387	2.643	3.358	2.701	2.515	3.0295	0.268521306	0.784975568	0.966194613	AT1G04030	eisosome protein
AT1G04040	3357	4051	6842	7066	148.279	170.028	269.832	285.267	159.1535	277.5495	0.80232621	0.0000336	0.001011686	AT1G04040	HAD superfamily, subfamily IIIB acid phosphatase
AT1G04050	85	94	110	78	1.57	1.641	1.672	1.283	1.6055	1.4775	-0.119864535	0.461547562	0.895966153	SUVR1	histone-lysine N-methyltransferase SUVR2-like protein
